PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags,GoodRowThemes,CountGoodRowThemes,[],GoodRowThemesFormatted
SEVbt,1r6/8/p7/k7/P7/3R4/K7/8 b - - 21 63,a5a4 d3a3 a4b4 a3b3 b4c5 b3b8,1675,74,97,3688,endgame Rook,https://lichess.org/egRTi5qf/black#Some(125),,"['endgame', 'Rook']",2,"['endgame', 'Rook']"
0uiCA,r4b1r/ppkb1Bpp/1q4n1/6Q1/3nN3/1P5N/PBPPp1PP/R3R1K1 w - - 9 17,f7g6 d4f3 g1h1 f3g5,1893,75,96,1028,advantage doubleCheck middlegame short Knight,https://lichess.org/FhUfK01e#Some(32),Nimzo-Larsen_Attack Nimzo-Larsen_Attack_English_Variation,"['advantage', 'doubleCheck', 'middlegame', 'Knight']",4,"['advantage', 'doubleCheck', 'middlegame', 'Knight']"
14QcT,r2q2nr/pp1bkpbp/3N2p1/3pP3/1Q3P2/8/PPP3PP/R1B1K2R b KQ - 3 14,a7a5 d6f5 e7e6 f5g7,1868,76,92,3414,doubleCheck mate mateIn2 middlegame short Knight,https://lichess.org/zj9CjMaA/black#Some(27),Sicilian_Defense Sicilian_Defense_Open,"['doubleCheck', 'mateIn2', 'middlegame', 'Knight']",4,"['doubleCheck', 'mateIn2', 'middlegame', 'Knight']"
0E3lD,rn1qkb1r/pp3ppp/3pB3/7Q/4n3/8/PPP2PPP/RNB1K2R b KQkq - 0 8,d8f6 h5b5 b8c6 b5b7,1641,74,93,4660,advantage opening short Queen,https://lichess.org/Rh6biUQd/black#Some(15),Sicilian_Defense Sicilian_Defense_Modern_Variations,"['advantage', 'opening', 'Queen']",3,"['advantage', 'opening', 'Queen']"
HxAdL,8/1b2N1p1/8/p3KPk1/1p1R2P1/1P6/r7/8 w - - 0 47,d4d7 a2e2 e5d6 e2d2 d6e6 d2d7,1692,75,90,1027,endgame Rook,https://lichess.org/54vxt74i#Some(92),,"['endgame', 'Rook']",2,"['endgame', 'Rook']"
0xOU9,r2qbrk1/2p3pp/p3p3/1p1n2Q1/3P4/2P2RN1/PPB3PP/R5K1 w - - 2 23,a1f1 f8f3 g5d8 f3f1 g3f1 a8d8,1644,74,97,12466,crushing kingsideAttack long middlegame Rook,https://lichess.org/a5tWByQP#Some(44),,"['crushing', 'kingsideAttack', 'middlegame', 'Rook']",4,"['crushing', 'kingsideAttack', 'middlegame', 'Rook']"
0fHkr,r1bq1bk1/ppp3pr/2n2nNp/8/3P1p2/2P5/PP4PP/RNBQ1RK1 b - - 0 11,f8d6 d1b3 f6d5 b3d5 c8e6 d5e6,1676,75,95,8477,kingsideAttack long mate mateIn3 opening Queen,https://lichess.org/DmeVF7IE/black#Some(21),Kings_Gambit_Accepted Kings_Gambit_Accepted_Fischer_Defense,"['kingsideAttack', 'mateIn3', 'opening', 'Queen']",4,"['kingsideAttack', 'mateIn3', 'opening', 'Queen']"
1Ic1B,7r/3b4/p3k3/1pp4p/4pP2/7K/P7/4RR2 w - - 0 38,e1e4 e6d5 h3h4 d5e4,1667,74,80,1217,crushing discoveredAttack endgame short King,https://lichess.org/JiU7ugOR#Some(74),,"['crushing', 'discoveredAttack', 'endgame', 'King']",4,"['crushing', 'discoveredAttack', 'endgame', 'King']"
03vcg,r7/1b3R2/p2Bk3/1ppq3B/3p4/P2Pb1QP/1PP3P1/7K w - - 1 34,d6f4 d5h5 f4e3 h5f7,2334,76,93,3264,crushing hangingPiece middlegame short Queen,https://lichess.org/tR0NV2ab#Some(66),,"['crushing', 'hangingPiece', 'middlegame', 'Queen']",4,"['crushing', 'hangingPiece', 'middlegame', 'Queen']"
1ltZZ,2k1r3/1pR4R/1b6/p7/Q2p2p1/2P5/1P2q1P1/2K5 b - - 0 32,b6c7 a4d7 c8b8 d7c7 b8a7 c7b7,1601,74,97,10680,endgame long mate mateIn3 Queen,https://lichess.org/m9M9k0jd/black#Some(63),,"['endgame', 'mateIn3', 'Queen']",3,"['endgame', 'mateIn3', 'Queen']"
